"starttime","stoptime","start station latitude","start station longitude","end station latitude","end station longitude","bid"
"2015-01-20 00:10:00","2015-01-20 00:16:00","40.7047177","-74.00926027","40.70834698","-74.01713445",19
"2015-01-20 00:22:00","2015-01-20 00:36:00","40.73827428","-73.98751968","40.71893904","-73.99266288",34
"2015-01-20 00:32:00","2015-01-20 01:05:00","40.72955361","-73.98057249","40.710451","-73.960876",54
"2015-01-20 01:10:00","2015-01-20 01:14:00","40.73454567","-73.99074142","40.74025878","-73.98409214",79
"2015-01-20 01:52:00","2015-01-20 01:59:00","40.72110063","-73.9919254","40.72368361","-73.97574813",95
"2015-01-20 02:32:00","2015-01-20 02:40:00","40.73038599","-74.00214988","40.72740794","-73.98142006",116
"2015-01-20 04:55:00","2015-01-20 05:12:00","40.76915505","-73.98191841","40.76269882","-73.99301222",152
"2015-01-20 05:35:00","2015-01-20 05:42:00","40.70862144","-74.00722156","40.7153379","-74.01658354",188
"2015-01-20 05:43:00","2015-01-20 06:01:00","40.749156","-73.9916","40.72873888","-74.00748842",218
"2015-01-20 06:02:00","2015-01-20 06:10:00","40.74096374","-73.98602213","40.75320159","-73.9779874",308
"2015-01-20 06:03:00","2015-01-20 06:25:00","40.74147286","-73.98320928","40.771522","-73.990541",310
"2015-01-20 06:04:00","2015-01-20 06:13:00","40.744023","-73.976056","40.7462009","-73.98855723",318
"2015-01-20 06:07:00","2015-01-20 06:14:00","40.74394314","-73.97966069","40.75097711","-73.98765428",334
"2015-01-20 06:14:00","2015-01-20 06:18:00","40.749156","-73.9916","40.74444921","-73.98303529",397
"2015-01-20 06:15:00","2015-01-20 06:25:00","40.73587678","-73.98205027","40.72456089","-73.99565293",400
"2015-01-20 06:19:00","2015-01-20 06:24:00","40.71117416","-74.00016545","40.71291224","-74.01020234",441
"2015-01-20 06:22:00","2015-01-20 06:33:00","40.74780373","-73.9734419","40.76590936","-73.97634151",457
"2015-01-20 06:24:00","2015-01-20 06:27:00","40.71285887","-73.96590294","40.71534825","-73.96024116",473
"2015-01-20 06:29:00","2015-01-20 06:41:00","40.74854862","-73.98808416","40.73587678","-73.98205027",503
"2015-01-20 06:30:00","2015-01-20 06:38:00","40.749156","-73.9916","40.74096374","-73.98602213",513
"2015-01-20 06:44:00","2015-01-20 07:05:00","40.74444921","-73.98303529","40.707873","-74.00167",638
"2015-01-20 06:48:00","2015-01-20 06:50:00","40.72165481","-74.00234737","40.71910537","-73.99973337",715
"2015-01-20 06:50:00","2015-01-20 07:02:00","40.749156","-73.9916","40.73704984","-73.99009296",731
"2015-01-20 06:57:00","2015-01-20 07:10:00","40.744219","-73.97121214","40.76228826","-73.98336183",824
"2015-01-20 06:59:00","2015-01-20 07:07:00","40.75640548","-73.9900262","40.74173969","-73.99415556",854
"2015-01-20 06:59:00","2015-01-20 07:02:00","40.75968085","-73.97031366","40.75510267","-73.97498696",860
"2015-01-20 07:00:00","2015-01-20 07:08:00","40.70255088","-73.98940236","40.69221589","-73.9842844",865
"2015-01-20 07:01:00","2015-01-20 07:04:00","40.72621788","-73.98379855","40.728145","-73.990214",876
"2015-01-20 07:02:00","2015-01-20 07:12:00","40.75640548","-73.9900262","40.75510267","-73.97498696",880
"2015-01-20 07:03:00","2015-01-20 07:08:00","40.7597108","-73.97402311","40.75320159","-73.9779874",902
"2015-01-20 07:05:00","2015-01-20 07:22:00","40.75455731","-73.96592976","40.73047747","-73.99906065",916
"2015-01-20 07:10:00","2015-01-20 07:20:00","40.76019252","-73.9912551","40.7597108","-73.97402311",983
"2015-01-20 07:13:00","2015-01-20 07:21:00","40.75660359","-73.9979009","40.75513557","-73.98658032",1022
"2015-01-20 07:15:00","2015-01-20 07:28:00","40.7403432","-73.98955109","40.75640548","-73.9900262",1044
"2015-01-20 07:15:00","2015-01-20 07:20:00","40.744023","-73.976056","40.74780373","-73.9734419",1055
"2015-01-20 07:16:00","2015-01-20 07:27:00","40.75466591","-73.99138152","40.744023","-73.976056",1062
"2015-01-20 07:20:00","2015-01-20 07:43:00","40.72938685","-73.97772429","40.70255065","-74.0127234",1110
"2015-01-20 07:20:00","2015-01-20 07:25:00","40.72467721","-73.98783413","40.73416059","-73.98024289",1121
"2015-01-20 07:21:00","2015-01-20 07:27:00","40.7575699","-73.99098507","40.76064679","-73.98442659",1134
"2015-01-20 07:23:00","2015-01-20 07:33:00","40.72217444","-73.98368779","40.73331967","-73.99510132",1163
"2015-01-20 07:24:00","2015-01-20 07:29:00","40.7451677","-73.98683077","40.75019995","-73.99093085",1182
"2015-01-20 07:26:00","2015-01-20 07:36:00","40.68676793","-73.95928168","40.68528172","-73.97805813",1205
"2015-01-20 07:31:00","2015-01-20 07:41:00","40.74147286","-73.98320928","40.746647","-73.993915",1284
"2015-01-20 07:31:00","2015-01-20 07:40:00","40.73224119","-74.00026394","40.746745","-74.007756",1285
"2015-01-20 07:32:00","2015-01-20 07:41:00","40.72217444","-73.98368779","40.73224119","-74.00026394",1306
"2015-01-20 07:32:00","2015-01-20 07:39:00","40.74901271","-73.98848395","40.75666","-73.976684",1310
"2015-01-20 07:32:00","2015-01-20 07:38:00","40.73224119","-74.00026394","40.73028666","-73.9907647",1312
"2015-01-20 07:35:00","2015-01-20 07:45:00","40.72743423","-73.99379025","40.7149787","-74.013012",1366
"2015-01-20 07:36:00","2015-01-20 08:08:00","40.75320159","-73.9779874","40.7037992","-74.00838676",1380
"2015-01-20 07:39:00","2015-01-20 08:05:00","40.75466591","-73.99138152","40.72043411","-74.01020609",1459
"2015-01-20 07:40:00","2015-01-20 07:47:00","40.75172632","-73.98753523","40.75320159","-73.9779874",1494
"2015-01-20 07:41:00","2015-01-20 07:52:00","40.75320159","-73.9779874","40.76341379","-73.99667444",1504
"2015-01-20 07:46:00","2015-01-20 07:57:00","40.74173969","-73.99415556","40.75645824","-73.99372222",1620
"2015-01-20 07:47:00","2015-01-20 07:51:00","40.744023","-73.976056","40.7457121","-73.98194829",1652
"2015-01-20 07:49:00","2015-01-20 07:56:00","40.75044999","-73.99481051","40.76064679","-73.98442659",1695
"2015-01-20 07:51:00","2015-01-20 08:01:00","40.75510267","-73.97498696","40.74025878","-73.98409214",1739
"2015-01-20 07:52:00","2015-01-20 08:21:00","40.73331967","-73.99510132","40.76915505","-73.98191841",1756
"2015-01-20 07:52:00","2015-01-20 08:00:00","40.76269882","-73.99301222","40.76087502","-74.00277668",1765
"2015-01-20 07:53:00","2015-01-20 08:19:00","40.71286844","-73.95698119","40.7153379","-74.01658354",1775
"2015-01-20 07:53:00","2015-01-20 08:01:00","40.7153379","-74.01658354","40.70463334","-74.01361706",1783
"2015-01-20 07:55:00","2015-01-20 08:01:00","40.751581","-73.97791","40.75172632","-73.98753523",1839
"2015-01-20 07:55:00","2015-01-20 07:59:00","40.70834698","-74.01713445","40.70463334","-74.01361706",1846
"2015-01-20 07:57:00","2015-01-20 08:05:00","40.73587678","-73.98205027","40.72743423","-73.99379025",1889
"2015-01-20 08:03:00","2015-01-20 08:17:00","40.74395411","-73.99144871","40.7546011","-73.97187886",2015
"2015-01-20 08:04:00","2015-01-20 08:19:00","40.756014","-73.967416","40.770513","-73.988038",2038
"2015-01-20 08:07:00","2015-01-20 08:16:00","40.74290902","-73.97706058","40.75097711","-73.98765428",2122
"2015-01-20 08:08:00","2015-01-20 08:11:00","40.76727216","-73.99392888","40.76228826","-73.98336183",2148
"2015-01-20 08:09:00","2015-01-20 08:14:00","40.7158155","-73.99422366","40.722055","-73.989111",2167
"2015-01-20 08:11:00","2015-01-20 08:29:00","40.71494807","-74.00234482","40.69246277","-73.98963911",2211
"2015-01-20 08:11:00","2015-01-20 08:17:00","40.74444921","-73.98303529","40.749156","-73.9916",2221
"2015-01-20 08:12:00","2015-01-20 08:26:00","40.73971301","-73.99456405","40.75320159","-73.9779874",2239
"2015-01-20 08:12:00","2015-01-20 08:21:00","40.74444921","-73.98303529","40.73314259","-73.97573881",2247
"2015-01-20 08:12:00","2015-01-20 08:21:00","40.73827428","-73.98751968","40.74177603","-74.00149746",2248
"2015-01-20 08:16:00","2015-01-20 08:28:00","40.7218158","-73.99720307","40.71473993","-74.00910627",2330
"2015-01-20 08:16:00","2015-01-20 08:27:00","40.71173107","-73.99193043","40.70365182","-74.01167797",2331
"2015-01-20 08:18:00","2015-01-20 08:32:00","40.75044999","-73.99481051","40.771522","-73.990541",2384
"2015-01-20 08:18:00","2015-01-20 08:27:00","40.73912601","-73.97973776","40.751581","-73.97791",2387
"2015-01-20 08:19:00","2015-01-20 08:34:00","40.75044999","-73.99481051","40.761628","-73.972924",2410
"2015-01-20 08:19:00","2015-01-20 08:23:00","40.75066386","-74.00176802","40.75044999","-73.99481051",2425
"2015-01-20 08:26:00","2015-01-20 08:33:00","40.73047747","-73.99906065","40.72467721","-73.98783413",2614
"2015-01-20 08:29:00","2015-01-20 08:49:00","40.7403432","-73.98955109","40.7568001","-73.98291153",2667
"2015-01-20 08:29:00","2015-01-20 08:34:00","40.73704984","-73.99009296","40.74096374","-73.98602213",2685
"2015-01-20 08:30:00","2015-01-20 08:43:00","40.76087502","-74.00277668","40.75992262","-73.97648516",2699
"2015-01-20 08:31:00","2015-01-20 08:38:00","40.756014","-73.967416","40.76064679","-73.98442659",2732
"2015-01-20 08:32:00","2015-01-20 08:38:00","40.75500254","-73.98014437","40.76227205","-73.98788205",2770
"2015-01-20 08:34:00","2015-01-20 08:51:00","40.749156","-73.9916","40.73028666","-73.9907647",2811
"2015-01-20 08:35:00","2015-01-20 08:42:00","40.74854862","-73.98808416","40.739445","-73.976806",2868
"2015-01-20 08:35:00","2015-01-20 08:37:00","40.72938685","-73.97772429","40.72955361","-73.98057249",2878
"2015-01-20 08:36:00","2015-01-20 08:51:00","40.74394314","-73.97966069","40.76228826","-73.98336183",2882
"2015-01-20 08:37:00","2015-01-20 08:49:00","40.75044999","-73.99481051","40.73028666","-73.9907647",2921
"2015-01-20 08:39:00","2015-01-20 08:55:00","40.75968085","-73.97031366","40.73901691","-74.00263761",2988
"2015-01-20 08:40:00","2015-01-20 08:52:00","40.71605866","-73.99190759","40.70255065","-74.0127234",3020
"2015-01-20 08:41:00","2015-01-20 08:49:00","40.74901271","-73.98848395","40.751873","-73.977706",3065
"2015-01-20 08:42:00","2015-01-20 08:49:00","40.75044999","-73.99481051","40.74206539","-74.00443172",3097
"2015-01-20 08:42:00","2015-01-20 08:45:00","40.7262807","-73.98978041","40.72679454","-73.99695094",3109
"2015-01-20 08:43:00","2015-01-20 08:53:00","40.74394314","-73.97966069","40.75172632","-73.98753523",3126
"2015-01-20 08:44:00","2015-01-20 09:01:00","40.73524276","-73.98758561","40.75466591","-73.99138152",3155
"2015-01-20 08:45:00","2015-01-20 09:05:00","40.72299208","-73.97995466","40.70122128","-74.01234218",3189
"2015-01-20 08:45:00","2015-01-20 08:52:00","40.69196566","-73.9813018","40.68926942","-73.98912867",3208
"2015-01-20 08:46:00","2015-01-20 09:06:00","40.72938685","-73.97772429","40.7606597","-73.98042047",3230
"2015-01-20 08:46:00","2015-01-20 08:55:00","40.70905623","-74.01043382","40.71910537","-73.99973337",3244
"2015-01-20 08:48:00","2015-01-20 08:59:00","40.76227205","-73.98788205","40.75320159","-73.9779874",3303
"2015-01-20 08:50:00","2015-01-20 09:13:00","40.73416059","-73.98024289","40.75323098","-73.97032517",3363
"2015-01-20 08:50:00","2015-01-20 08:57:00","40.75510267","-73.97498696","40.76228826","-73.98336183",3382
"2015-01-20 08:51:00","2015-01-20 08:59:00","40.771522","-73.990541","40.761628","-73.972924",3406
"2015-01-20 08:51:00","2015-01-20 08:56:00","40.73049393","-73.9957214","40.73492695","-73.99200509",3418
"2015-01-20 08:52:00","2015-01-20 09:07:00","40.75323098","-73.97032517","40.74394314","-73.97966069",3434
"2015-01-20 08:54:00","2015-01-20 09:05:00","40.744023","-73.976056","40.74395411","-73.99144871",3493
"2015-01-20 08:54:00","2015-01-20 09:02:00","40.74901271","-73.98848395","40.7568001","-73.98291153",3498
"2015-01-20 08:54:00","2015-01-20 08:59:00","40.728145","-73.990214","40.73047747","-73.99906065",3507
"2015-01-20 08:57:00","2015-01-20 09:12:00","40.72873888","-74.00748842","40.701907","-74.013942",3574
"2015-01-20 08:57:00","2015-01-20 09:11:00","40.73524276","-73.98758561","40.75001986","-73.96905301",3576
"2015-01-20 08:57:00","2015-01-20 09:11:00","40.74780373","-73.9734419","40.76370739","-73.9851615",3578
"2015-01-20 08:57:00","2015-01-20 09:04:00","40.76269882","-73.99301222","40.771522","-73.990541",3588
"2015-01-20 09:00:00","2015-01-20 09:04:00","40.71870987","-74.0090009","40.72243797","-74.00566443",3675
"2015-01-20 09:01:00","2015-01-20 09:29:00","40.75044999","-73.99481051","40.701907","-74.013942",3679
"2015-01-20 09:04:00","2015-01-20 09:07:00","40.74238787","-73.99726235","40.73971301","-73.99456405",3782
"2015-01-20 09:04:00","2015-01-20 09:06:00","40.7652654","-73.98192338","40.76228826","-73.98336183",3784
"2015-01-20 09:05:00","2015-01-20 09:15:00","40.74147286","-73.98320928","40.72710258","-74.00297088",3801
"2015-01-20 09:06:00","2015-01-20 09:19:00","40.75066386","-74.00176802","40.73454567","-73.99074142",3829
"2015-01-20 09:06:00","2015-01-20 09:14:00","40.74901271","-73.98848395","40.75666","-73.976684",3836
"2015-01-20 09:08:00","2015-01-20 09:13:00","40.72317958","-73.99480012","40.72679454","-73.99695094",3910
"2015-01-20 09:10:00","2015-01-20 09:15:00","40.74444921","-73.98303529","40.7423543","-73.98915076",3970
"2015-01-20 09:11:00","2015-01-20 09:25:00","40.75206231","-73.9816324","40.74395411","-73.99144871",3981
"2015-01-20 09:12:00","2015-01-20 09:19:00","40.73704984","-73.99009296","40.746745","-74.007756",4012
"2015-01-20 09:13:00","2015-01-20 09:25:00","40.7172274","-73.98802084","40.72710258","-74.00297088",4026
"2015-01-20 09:13:00","2015-01-20 09:25:00","40.746745","-74.007756","40.72743423","-73.99379025",4027
"2015-01-20 09:13:00","2015-01-20 09:21:00","40.69512845","-73.99595065","40.70281858","-73.98765762",4034
"2015-01-20 09:14:00","2015-01-20 09:39:00","40.73038599","-74.00214988","40.68807003","-73.98410637",4044
"2015-01-20 09:14:00","2015-01-20 09:17:00","40.7457121","-73.98194829","40.74144387","-73.97536082",4071
"2015-01-20 09:14:00","2015-01-20 09:17:00","40.73049393","-73.9957214","40.73028666","-73.9907647",4073
"2015-01-20 09:15:00","2015-01-20 09:26:00","40.74854862","-73.98808416","40.75510267","-73.97498696",4084
"2015-01-20 09:15:00","2015-01-20 09:24:00","40.73172428","-74.00674436","40.73704984","-73.99009296",4087
"2015-01-20 09:15:00","2015-01-20 09:22:00","40.75299641","-73.98721619","40.74780373","-73.9734419",4093
"2015-01-20 09:21:00","2015-01-20 09:27:00","40.72405549","-74.00965965","40.7218158","-73.99720307",4236
"2015-01-20 09:21:00","2015-01-20 09:22:00","40.716887","-73.963198","40.71534825","-73.96024116",4245
"2015-01-20 09:22:00","2015-01-20 09:30:00","40.72490985","-74.00154702","40.71870987","-74.0090009",4260
"2015-01-20 09:22:00","2015-01-20 09:27:00","40.74780373","-73.9734419","40.751581","-73.97791",4264
"2015-01-20 09:33:00","2015-01-20 09:52:00","40.68683208","-73.9796772","40.70823502","-74.00530063",4490
"2015-01-20 09:34:00","2015-01-20 09:52:00","40.72110063","-73.9919254","40.72502876","-73.99069656",4507
"2015-01-20 09:35:00","2015-01-20 09:43:00","40.75044999","-73.99481051","40.7405826","-74.00550867",4527
"2015-01-20 09:38:00","2015-01-20 09:41:00","40.75206862","-73.96784384","40.75022392","-73.97121414",4591
"2015-01-20 09:39:00","2015-01-20 09:41:00","40.76915505","-73.98191841","40.7652654","-73.98192338",4616
"2015-01-20 09:40:00","2015-01-20 09:57:00","40.73901691","-74.00263761","40.75513557","-73.98658032",4618
"2015-01-20 09:43:00","2015-01-20 09:47:00","40.751873","-73.977706","40.75527307","-73.98316936",4677
"2015-01-20 09:44:00","2015-01-20 09:53:00","40.751581","-73.97791","40.74395411","-73.99144871",4688
"2015-01-20 09:45:00","2015-01-20 09:51:00","40.74096374","-73.98602213","40.7457121","-73.98194829",4715
"2015-01-20 09:46:00","2015-01-20 09:52:00","40.746647","-73.993915","40.73827428","-73.98751968",4729
"2015-01-20 09:53:00","2015-01-20 10:10:00","40.744023","-73.976056","40.73172428","-74.00674436",4821
"2015-01-20 09:54:00","2015-01-20 10:00:00","40.74394314","-73.97966069","40.73827428","-73.98751968",4848
"2015-01-20 09:55:00","2015-01-20 10:22:00","40.68926942","-73.98912867","40.7037992","-74.00838676",4850
"2015-01-20 10:03:00","2015-01-20 10:11:00","40.68382604","-73.97632328","40.69236178","-73.98631746",4954
"2015-01-20 10:07:00","2015-01-20 10:17:00","40.746745","-74.007756","40.73172428","-74.00674436",4994
"2015-01-20 10:18:00","2015-01-20 10:29:00","40.72679454","-73.99695094","40.74144387","-73.97536082",5117
"2015-01-20 10:25:00","2015-01-20 10:30:00","40.76915505","-73.98191841","40.7643971","-73.97371465",5188
"2015-01-20 10:28:00","2015-01-20 10:32:00","40.711512","-74.015756","40.70569254","-74.01677685",5221
"2015-01-20 10:35:00","2015-01-20 10:43:00","40.72740794","-73.98142006","40.7381765","-73.97738662",5281
"2015-01-20 10:36:00","2015-01-20 10:54:00","40.71286844","-73.95698119","40.722055","-73.989111",5287
"2015-01-20 10:44:00","2015-01-20 11:03:00","40.71307916","-73.99851193","40.7047177","-74.00926027",5353
"2015-01-20 10:49:00","2015-01-20 10:55:00","40.744023","-73.976056","40.74096374","-73.98602213",5413
"2015-01-20 11:00:00","2015-01-20 11:03:00","40.76228826","-73.98336183","40.76370739","-73.9851615",5511
"2015-01-20 11:02:00","2015-01-20 11:33:00","40.71754834","-74.01322069","40.700469","-73.991454",5524
"2015-01-20 11:06:00","2015-01-20 11:15:00","40.74334935","-74.00681753","40.73726186","-73.99238967",5554
"2015-01-20 11:12:00","2015-01-20 11:16:00","40.74780373","-73.9734419","40.74290902","-73.97706058",5615
"2015-01-20 11:14:00","2015-01-20 11:20:00","40.74475148","-73.99915362","40.74395411","-73.99144871",5631
"2015-01-20 11:17:00","2015-01-20 11:20:00","40.7454973","-74.00197139","40.74971775","-74.00295035",5655
"2015-01-20 11:26:00","2015-01-20 11:35:00","40.7451677","-73.98683077","40.751873","-73.977706",5725
"2015-01-20 11:35:00","2015-01-20 11:49:00","40.7014851","-73.98656928","40.722055","-73.989111",5803
"2015-01-20 11:37:00","2015-01-20 11:43:00","40.71729","-73.996375","40.72903917","-73.99404649",5826
"2015-01-20 11:41:00","2015-01-20 12:12:00","40.71450451","-74.00562789","40.744219","-73.97121214",5854
"2015-01-20 11:44:00","2015-01-20 11:56:00","40.75001986","-73.96905301","40.75513557","-73.98658032",5878
"2015-01-20 11:49:00","2015-01-20 12:00:00","40.69089272","-73.99612349","40.68415748","-73.96922273",5937
"2015-01-20 12:02:00","2015-01-20 12:10:00","40.74765947","-73.98490707","40.75645824","-73.99372222",6084
"2015-01-20 12:05:00","2015-01-20 12:23:00","40.7606597","-73.98042047","40.73704984","-73.99009296",6122
"2015-01-20 12:07:00","2015-01-20 12:10:00","40.7457121","-73.98194829","40.74290902","-73.97706058",6159
"2015-01-20 12:08:00","2015-01-20 12:15:00","40.7403432","-73.98955109","40.746647","-73.993915",6166
"2015-01-20 12:09:00","2015-01-20 12:18:00","40.73704984","-73.99009296","40.74334935","-74.00681753",6173
"2015-01-20 12:10:00","2015-01-20 12:14:00","40.71911552","-74.00666661","40.71754834","-74.01322069",6187
"2015-01-20 12:12:00","2015-01-20 12:20:00","40.71729","-73.996375","40.71450451","-74.00562789",6204
"2015-01-20 12:19:00","2015-01-20 12:28:00","40.74206539","-74.00443172","40.75044999","-73.99481051",6295
"2015-01-20 12:21:00","2015-01-20 12:25:00","40.73314259","-73.97573881","40.73221853","-73.98165557",6322
"2015-01-20 12:24:00","2015-01-20 12:42:00","40.7403432","-73.98955109","40.70905623","-74.01043382",6349
"2015-01-20 12:26:00","2015-01-20 12:35:00","40.75660359","-73.9979009","40.74854862","-73.98808416",6371
"2015-01-20 12:31:00","2015-01-20 12:37:00","40.73047747","-73.99906065","40.73652889","-74.00618026",6430
"2015-01-20 12:33:00","2015-01-20 12:41:00","40.72456089","-73.99565293","40.73704984","-73.99009296",6448
"2015-01-20 12:46:00","2015-01-20 13:28:00","40.76095756","-73.96724467","40.76020258","-73.96478473",6581
"2015-01-20 12:50:00","2015-01-20 12:57:00","40.76340613","-73.97722479","40.75320159","-73.9779874",6616
"2015-01-20 12:55:00","2015-01-20 13:04:00","40.749156","-73.9916","40.74206539","-74.00443172",6670
"2015-01-20 13:08:00","2015-01-20 13:19:00","40.73314259","-73.97573881","40.7381765","-73.97738662",6824
"2015-01-20 13:21:00","2015-01-20 13:24:00","40.70122128","-74.01234218","40.70355377","-74.00670227",6946
"2015-01-20 13:31:00","2015-01-20 13:41:00","40.72621788","-73.98379855","40.71729","-73.996375",7057
"2015-01-20 13:32:00","2015-01-20 13:53:00","40.75510267","-73.97498696","40.72710258","-74.00297088",7069
"2015-01-20 13:38:00","2015-01-20 13:48:00","40.73028666","-73.9907647","40.739445","-73.976806",7138
"2015-01-20 13:40:00","2015-01-20 13:51:00","40.75466591","-73.99138152","40.7405826","-74.00550867",7161
"2015-01-20 13:50:00","2015-01-20 13:57:00","40.75044999","-73.99481051","40.751396","-74.005226",7285
"2015-01-20 13:54:00","2015-01-20 14:51:00","40.76228826","-73.98336183","40.76695317","-73.98169333",7329
"2015-01-20 13:56:00","2015-01-20 14:05:00","40.7606597","-73.98042047","40.7575699","-73.99098507",7370
"2015-01-20 13:56:00","2015-01-20 14:04:00","40.71729","-73.996375","40.72362738","-73.99949601",7371
"2015-01-20 13:56:00","2015-01-20 14:02:00","40.75044999","-73.99481051","40.74317449","-74.00366443",7373
"2015-01-20 13:58:00","2015-01-20 14:01:00","40.75660359","-73.9979009","40.75466591","-73.99138152",7391
"2015-01-20 13:59:00","2015-01-20 14:06:00","40.68312489","-73.97895137","40.68926942","-73.98912867",7398
"2015-01-20 14:07:00","2015-01-20 14:14:00","40.69028437","-73.98707105","40.696192","-73.991218",7493
"2015-01-20 14:11:00","2015-01-20 14:18:00","40.71173107","-73.99193043","40.71146364","-74.00552427",7539
"2015-01-20 14:16:00","2015-01-20 14:23:00","40.75934501","-73.96759673","40.7643971","-73.97371465",7592
"2015-01-20 14:16:00","2015-01-20 14:19:00","40.71910537","-73.99973337","40.7218158","-73.99720307",7594
"2015-01-20 14:17:00","2015-01-20 14:44:00","40.76915505","-73.98191841","40.72903917","-73.99404649",7595
"2015-01-20 14:22:00","2015-01-20 14:37:00","40.7606597","-73.98042047","40.7451677","-73.98683077",7657
"2015-01-20 14:24:00","2015-01-20 14:31:00","40.75206231","-73.9816324","40.74444921","-73.98303529",7691
"2015-01-20 14:25:00","2015-01-20 14:41:00","40.7652654","-73.98192338","40.746647","-73.993915",7698
"2015-01-20 14:26:00","2015-01-20 14:35:00","40.72938685","-73.97772429","40.72903917","-73.99404649",7708
"2015-01-20 14:30:00","2015-01-20 14:37:00","40.72043411","-74.01020609","40.70905623","-74.01043382",7755
"2015-01-20 14:32:00","2015-01-20 14:48:00","40.73049393","-73.9957214","40.74144387","-73.97536082",7771
"2015-01-20 14:34:00","2015-01-20 14:42:00","40.70834698","-74.01713445","40.71754834","-74.01322069",7826
"2015-01-20 14:35:00","2015-01-20 14:57:00","40.7597108","-73.97402311","40.72955361","-73.98057249",7833
"2015-01-20 14:35:00","2015-01-20 14:45:00","40.72740794","-73.98142006","40.72679454","-73.99695094",7838
"2015-01-20 14:42:00","2015-01-20 14:48:00","40.72917025","-73.99810231","40.73781509","-73.99994661",7921
"2015-01-20 14:42:00","2015-01-20 14:46:00","40.74691959","-74.00451887","40.746745","-74.007756",7922
"2015-01-20 14:43:00","2015-01-20 15:12:00","40.724399","-74.004704","40.711512","-74.015756",7924
"2015-01-20 14:45:00","2015-01-20 15:01:00","40.71076228","-73.99400398","40.736502","-73.97809472",7955
"2015-01-20 14:45:00","2015-01-20 14:55:00","40.72467721","-73.98783413","40.73912601","-73.97973776",7959
"2015-01-20 14:47:00","2015-01-20 14:55:00","40.76461837","-73.98789473","40.7597108","-73.97402311",7982
"2015-01-20 14:49:00","2015-01-20 14:55:00","40.71494807","-74.00234482","40.72710258","-74.00297088",8010
"2015-01-20 14:51:00","2015-01-20 14:56:00","40.73223272","-73.98889957","40.73331967","-73.99510132",8034
